Filename,Prediction,Confidence,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\393-402季蓁\394\394-4-1.jpg,a5c,0.976,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\423-432琤珮\432\432-3-3.jpg,a4c,0.976,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\623-632芝嫻\627\627-4-2.jpg,a5c,0.976,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\623-632芝嫻\628\628-3-3.jpg,a4c,0.976,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\75\75-3-1.jpg,a4c,0.976,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\35\35-3-2.jpg,a4c,0.976,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\35\35-3-3.jpg,a4c,0.976,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\38\38-4-2.jpg,a5c,0.976,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\143-152芝嫻\152\152-3-2.jpg,a4c,0.975,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\153-162季蓁\159\159-3-2.jpg,a5c,0.975,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\163-172岱蓉\163\163-3-1.jpg,a4c,0.975,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\194\194-3-2.jpg,a4c,0.975,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\253-262郁媛\261\261-3-2.jpg,a4c,0.975,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\313-322郁媛\318\318-3-1.jpg,a4c,0.975,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\333-342季蓁\336\336-3-2.jpg,a4c,0.975,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\393-402季蓁\394\394-3-3.jpg,a4c,0.975,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\393-402季蓁\400\400-4-2.jpg,a5c,0.975,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\403-412岱蓉\403\403-2-2.jpg,a5c,0.975,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\568\568-3-2.jpg,a4c,0.975,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\87\87-3-1.jpg,a4c,0.975,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\1\1-3-1.jpg,a4c,0.975,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\134\134-4-1.jpg,a5c,0.974,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\173-182秀娟\180\180-3-3.jpg,a4c,0.974,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\243-252琤珮\246\246-3-3.jpg,a4c,0.974,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\273-282季蓁\278\278-4-3.jpg,a5c,0.974,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\457\457-3-1.jpg,a5c,0.974,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\502\502-3-1.jpg,a4c,0.974,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\521\521-3-2.jpg,a4c,0.974,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\553-562郁媛\558\558-3-1.jpg,a5c,0.974,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\567\567-3-3.jpg,a4c,0.974,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\593-602秀娟\594\594-3-2.jpg,a5c,0.974,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\633-642季蓁\641\641-4-1.jpg,a5c,0.974,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\643-654靜華\647\647-3-1.jpg,a5c,0.974,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\99\99-3-2.jpg,a4c,0.974,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\15\15-2-3.jpg,a5c,0.974,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\24\24-3-1.jpg,a5c,0.974,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\117\117-3-3.jpg,a4c,0.973,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\307\307-4-1.jpg,a5c,0.973,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\313-322郁媛\314\314-3-2.jpg,a5c,0.973,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\313-322郁媛\319\319-3-1.jpg,a4c,0.973,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\393-402季蓁\400\400-4-3.jpg,a5c,0.973,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\463-472岱蓉\468\468-2-2.jpg,a5c,0.973,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\482\482-3-2.jpg,a5c,0.973,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\523-532岱蓉\523\523-4-2.jpg,a5c,0.973,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\543-552琤珮\544\544-3-2.jpg,a5c,0.973,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\574\574-3-3.jpg,a5c,0.973,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\613-622郁媛\621\621-3-2.jpg,a5c,0.973,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\23\23-3-3.jpg,a4c,0.973,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\38\38-3-1.jpg,a4c,0.973,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\223-232岱蓉\228\228-3-2.jpg,a4c,0.972,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\243-252琤珮\246\246-3-2.jpg,a4c,0.972,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\267\267-4-2.jpg,a5c,0.972,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\384\384-4-3.jpg,a5c,0.972,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\483-492琤珮\491\491-4-3.jpg,a5c,0.972,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\523-532岱蓉\524\524-3-1.jpg,a4c,0.972,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\571\571-4-1.jpg,a5c,0.972,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\583-592岱蓉\589\589-3-3.jpg,a5c,0.972,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\613-622郁媛\613\613-3-2.jpg,a4c,0.972,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\643-654靜華\645\645-4-1.jpg,a5c,0.972,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\75\75-3-2.jpg,a4c,0.972,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\81\81-3-1.jpg,a5c,0.972,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\37\37-3-1.jpg,a5c,0.972,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\44\44-4-2.jpg,a5c,0.972,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\134\134-4-2.jpg,a5c,0.971,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\223-232岱蓉\229\229-3-3.jpg,a4c,0.971,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\253-262郁媛\261\261-3-3.jpg,a4c,0.971,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\265\265-3-1.jpg,a5c,0.971,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\310\310-3-2.jpg,a4c,0.971,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\517\517-3-3.jpg,a4c,0.971,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\77\77-3-3.jpg,a4c,0.971,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\38\38-3-2.jpg,a4c,0.971,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\163-172岱蓉\171\171-3-1.jpg,a4c,0.97,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\243-252琤珮\246\246-3-1.jpg,a4c,0.97,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\313-322郁媛\317\317-4-1.jpg,a5c,0.97,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\393-402季蓁\396\396-3-2.jpg,a4c,0.97,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\393-402季蓁\399\399-3-3.jpg,a4c,0.97,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\413-422秀娟\418\418-3-2.jpg,a5c,0.97,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\479\479-3-2.jpg,a5c,0.97,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\483-492琤珮\483\483-4-3.jpg,a5c,0.97,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\543-552琤珮\543\543-3-2.jpg,a4c,0.97,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\603-612琤珮\610\610-3-1.jpg,a5c,0.97,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\613-622郁媛\613\613-3-3.jpg,a4c,0.97,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\97\97-4-3.jpg,a5c,0.97,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\14\14-4-1.jpg,a5c,0.97,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\38\38-4-1.jpg,a5c,0.97,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\118\118-3-3.jpg,a4c,0.969,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\153-162季蓁\162\162-4-1.jpg,a5c,0.969,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\202\202-3-2.jpg,a5c,0.969,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\273-282季蓁\278\278-4-1-.jpg,a5c,0.969,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\313-322郁媛\317\317-3-3.jpg,a4c,0.969,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\373-382靜華\373\373-3-3.jpg,a4c,0.969,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\393-402季蓁\402\402-3-3.jpg,a5c,0.969,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\403-412岱蓉\408\408-3-2.jpg,a4c,0.969,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\483-492琤珮\487\487-3-3.jpg,a4c,0.969,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\503-512芝嫻\511\511-3-1.jpg,a5c,0.969,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\518\518-3-2.jpg,a5c,0.969,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\519\519-3-1.jpg,a4c,0.969,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\553-562郁媛\556\556-3-2.jpg,a4c,0.969,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\603-612琤珮\610\610-3-2.jpg,a5c,0.969,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\643-654靜華\653\653-3-3.jpg,a4c,0.969,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\72\72-3-3.jpg,a4c,0.969,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\98\98-3-2.jpg,a4c,0.969,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\15\15-3-3.jpg,a4c,0.969,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\213-222靜華\216\216-3-1.jpg,a4c,0.968,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\271\271-3-2.jpg,a4c,0.968,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\324\324-3-1.jpg,a4c,0.968,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\327\327-3-2.jpg,a5c,0.968,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\333-342季蓁\336\336-3-1.jpg,a4c,0.968,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\386\386-3-1.jpg,a4c,0.968,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\457\457-3-2.jpg,a5c,0.968,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\570\570-3-2.jpg,a4c,0.968,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\583-592岱蓉\585\585-3-1.jpg,a5c,0.968,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\603-612琤珮\604\604-2-3.jpg,a5c,0.968,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\100\100-3-2.jpg,a4c,0.968,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\107\107-3-3.jpg,a4c,0.968,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\126\126-4-3.jpg,a5c,0.967,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\163-172岱蓉\163\163-3-2.jpg,a4c,0.967,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\253-262郁媛\257\257-3-1.jpg,a5c,0.967,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\288\288-3-1.jpg,a5c,0.967,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\326\326-3-1.jpg,a5c,0.967,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\384\384-4-1.jpg,a5c,0.967,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\423-432琤珮\427\427-3-2.jpg,a5c,0.967,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\463-472岱蓉\463\463-2-2.jpg,a5c,0.967,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\477\477-4-3.jpg,a5c,0.967,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\533-542秀娟\537\537-4-3.jpg,a5c,0.967,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\563\563-4-1.jpg,a5c,0.967,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\623-632芝嫻\629\629-3-3.jpg,a4c,0.967,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\67\67-3-3.jpg,a4c,0.967,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\131\131-3-1.jpg,a4c,0.966,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\200\200-4-3.jpg,a5c,0.966,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\203-212芝嫻\207\207-3-2.jpg,a4c,0.966,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\223-232岱蓉\229\229-3-1.jpg,a4c,0.966,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\243-252琤珮\245\245-2-1.jpg,a5c,0.966,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\543-552琤珮\551\551-3-1.jpg,a4c,0.966,Keep
